index	text	label
324	"in 2001, president bush announced that he planned to lift a temporary ban on mexican trucking companies in the united states once new regulations were prepared by the federal motor carrier safety administration (fmcsa) to regulate safety inspections and applications to transport materials. congress specified certain standards that those regulations would have to meet before it would appropriate money to register the new carriers.
when the fmcsa formulated its regulations, it performed an environmental assessment (ea) to examine their effects on the environment. under the national environmental policy act of 1969 (nepa), federal agencies must perform an environmental impact study (eis) of policies that are likely to have significant environmental effects. if an agency feels that its policies will not have significant effects, however, it may perform a more limited environmental assessment (ea) - which is what fmcsa chose to do. public citizen, a watchdog group that monitors government actions, challenged this decision in federal court. it argued that, because fmcsa knew that a large number of mexican trucks would be admitted into the united states once it issued its regulations, it should have considered the environmental impact of the increased number of trucks in addition to the more limited impact of the safety inspections. the impact of the trucks would have been significant enough to warrant an eis, so public citizen argued that fmcsa had violated nepa by not conducting the more stringent study. the district court side with the fmcsa, holding that, while the passage of the regulations was necessary before the trucks could be admitted, the fmcsa nevertheless did not have control of those trucks and therefore did not have to account for them in its environmental assessment; a ninth circuit court of appeals panel reversed."	True
325	"the case tested the principle of ""released time"", where public schools set aside class time for religious instruction. the champaign county board of education authorized a program in which outside religious teachers hired by private third parties provided weekly religious instruction in public schools. the classes were not mandatory. mccollum, an atheist, complained that her son was ostracized for not attending the classes. mccollum eventually sued the school board in 1945, arguing that the religious instruction in the public schools violated the establishment clause of the first amendment and the equal protection clause of the fourteenth amendment. "	True
326	"after employee michael manson gave a false excuse for being late to work, abf freight system, inc. (abf) fired him for tardiness. manson repeated his false excuse while under oath at a hearing before an administrative law judge, during which he argued that abf had fired him in retaliation for his previous union activities. the national labor relations board reversed the judge, ruling that abf had used manson's tardiness as a pretext to fire him. the board reinstated him with backpay.
abf appealed to the u.s. court of appeals for the tenth circuit, claiming that the board could not reinstate an employee who lied under oath. the tenth circuit ruled that the board could determine whether or not to pardon manson for giving a false excuse."	False
327	"the green family owns and operates hobby lobby stores, inc., a national arts and crafts chain with over 500 stores and over 13,000 employees. the green family has organized the business around the principles of the christian faith and has explicitly expressed the desire to run the company according to biblical precepts, one of which is the belief that the use of contraception is immoral. under the patient protection and affordable care act (aca), employment-based group health care plans must provide certain types of preventative care, such as fda-approved contraceptive methods. while there are exemptions available for religious employers and non-profit religious institutions, there are no exemptions available for for-profit institutions such as hobby lobby stores, inc.
on september 12, 2012, the greens, as representatives of hobby lobby stores, inc., sued kathleen sebelius, the secretary of the department of health and human services, and challenged the contraception requirement. the plaintiffs argued that the requirement that the employment-based group health care plan cover contraception violated the free exercise clause of the first amendment and the religious freedom restoration act of 1993 (rfra). the plaintiffs sought a preliminary injunction to prevent the enforcement of tax penalties, which the district court denied and a two-judge panel of the u.s. court of appeals for the tenth circuit affirmed. the supreme court also denied relief, and the plaintiffs filed for an en banc hearing of the court of appeals. the en banc panel of the court of appeals reversed and held that corporations were ""persons"" for the purposes of rfra and had protected rights under the free exercise clause of the first amendment."	False
328	alliance bond fund, inc., an investment fund, purchased approximately $75 million in unsecured notes (notes) from grupo mexicano de desarrollo, s. a., (gmd) a mexican holding company involved in a tool road construction program sponsored by the government of mexico. four gmd subsidiaries guaranteed the notes. after gmd fell into financial trouble and missed an interest payment on the notes, alliance accelerated the notes' principal amount and filed suit for the amount due in federal district court. alliance requested a preliminary injunction restraining gmd from transferring its assets alleging that gmd was at risk of insolvency, or already insolvent, that it was preferring its mexican creditors by its planned allocation to them of its most valuable assets, and that these actions would frustrate any judgment that alliance could obtain. alliance sought monetary damages and no lien or equitable interest was claimed. the district court issued the preliminary injunction and ordered gmd to post a $50,000 bond. the court of appeals affirmed.	True
329	a nebraska state trial judge, presiding over a widely publicized murder trial, entered an order restraining members of the press from publishing or broadcasting accounts of confessions made by the accused to the police. the judge felt that this measure was necessary to guarantee a fair trial to the accused.	True
330	"in his role as chairman of a settlement committee of the board of trade of the city of new york, norman eisler allegedly manipulated the daily settlement prices of commodities futures in order to conceal bad investments. during this period eisler's company purchased futures contracts through its broker, the commodity futures merchant klein &amp; co. futures, inc., but the alleged price manipulation distorted klein's appraisal of eisler's ability to pay. when the scheme unravelled, eisler's company could not meet its obligations and klein was forced to absorb the loss.
klein sued eisler and the board of trade under section 22 of the commodities exchange act (cea), claiming that the board of trade failed to enforce rules that would have prevented the manipulation. the cea requires boards of trade to set rules governing the market, and section 22 allows private parties to sue for failure to enforce the rules as long as the party was ""engaged in any transaction"" subject to the board's rules.
the u.s. district court dismissed klein's claim for lack of standing to sue, and the u.s. court of appeals for the second circuit affirmed. the second circuit interpreted section 22 as including buyers and sellers of futures contracts but excluding the commodity futures merchants who conduct the actual trades on behalf of their customers. the court ruled that klein's financial loss was not sufficient to grant it standing, because the loss was suffered in the aftermath of the futures trading and not during the trading itself."	False
331	in these consolidated cases, the defendants engaged in drug trafficking while using a firearm. both defendants received an additional five-year sentence for using or carrying a firearm in furtherance of a drug trafficking crime pursuant to 18 u.s.c § 924(c)(1)a), even though they received longer mandatory minimum sentences under the armed career criminal act. on appeal, they argued that the sentencing enhancement provided by 18 u.s.c. § 924(c)(1)a) should run concurrently with their already longer minimum sentences. the third and fifth circuits rejected the defendants' arguments.	False
332	"on august 12, 1954, agents of the federal bureau of narcotics (""fbn"") and the chicago police department met twice with albert roviaro near the intersection of 75th street and prairie avenue in chicago. according to agent norris durham of the fbn, after the second meeting, detective byson of the chicago police climbed into the trunk of a cadillac sedan owned and driven by ""john doe,"" an informant for the government. the trunk was propped open slightly to preserve byson's line of sight. john doe drove the car to 74th street and st. lawrence avenue, where alberto roviaro got out of a pontiac sedan. roviaro entered the cadillac sedan and took a seat next to the driver, john doe.
durham followed the cadillac, which took a circuitous rote to champlain avenue and 74th street. he observed roviaro leave the cadillac and walk to a nearby tree, where he picked up a small package. byson confirmed this from his vantage point in the cadillac's trunk. roviaro then walked to the car's open right front door and motioned as if he was leaving the package inside. a chemist working for the united states later identified the package's contents as heroin.
the government charged roviaro with trafficking heroin, in violation of the narcotic drugs import and export act. he was convicted, and the district court denied his motion for a new trial. the u.s. court of appeals, seventh circuit, affirmed the ruling. judge walter lindley, writing for a unanimous court, held that because john doe was not a participant in roviaro's actual possession of heroin, roviaro is not entitled to full disclosure of his identity."	True
333	"in 2003, parents of montana schoolchildren sued the owner of federally licensed hydroelectric dams on the missouri, madison and clark fork rivers within the state. the parents claimed that the owner, ppl, owed the state compensation because the riverbeds underlying its dams were part of montana's ""school trust lands."" the state of montana joined the suit in 2004, asserting that ppl also owed the state compensation pursuant to montana's hydroelectric resources act.
the federal district court eventually dismissed the action for lack of diversity, and ppl filed suit in state court. the state countersued, arguing that it obtained title to the relevant streambeds at the time of statehood pursuant to the ""equal footing doctrine."" the trial court dismissed ppl's affirmative defenses, held that the state obtained title to the riverbeds at issue because those rivers were navigable at the time of statehood and concluded that the state was entitled to retroactive lease payments under the hra. following a bench trial to determine damages, the court imposed approximately $40 million in back lease payments, as well as future lease payments imposed by the state."	True
334	"in january 2005, vinton, louisiana police chief billy ray vice, who was seeking re-election to his post, sent fellow candidate ricky fox an ""anonymous"" letter trying to blackmail him into dropping out of the race. a month later, someone accused fox of uttering a racial slur and, at vice's instigation, filed a false police report regarding fox's alleged use of the term. fox brought a civil rights suit against vice and the town in state court in december 2005, asserting both state and federal claims, and the case was removed to federal court in january 2006. separately, in april 2007, vice was tried and found guilty of extortion in state criminal court for the anonymous letter. in 2007, in response to a motion filed by the defendants, fox admitted that he had failed to properly present any federal cause of action, so the district court dismissed fox's federal claims with prejudice and remanded the remaining state law claims to state court. the district court then granted the defendants' motion for attorneys' fees, finding that fox's federal claims were frivolous, unreasonable and without foundation. fox appealed the fee award to the u.s. court of appeals for the fifth circuit, and in a split decision the appeals court affirmed the district court's order."	True
335	"adarand, a contractor specializing in highway guardrail work, submitted the lowest bid as a subcontractor for part of a project funded by the united states department of transportation. under the terms of the federal contract, the prime contractor would receive additional compensation if it hired small businesses controlled by ""socially and economically disadvantaged individuals."" [the clause declared that ""the contractor shall presume that socially and economically disadvantaged individuals include black americans, hispanic americans, native americans, asian pacific americans, and other minorities...."" federal law requires such a subcontracting clause in most federal agency contracts]. another subcontractor, gonzales construction company, was awarded the work. it was certified as a minority business; adarand was not. the prime contractor would have accepted adarand's bid had it not been for the additional payment for hiring gonzales."	True
336	several faculty members of the university of missouri-kansas city medical school expressed dissatisfaction with the clinical performance of charlotte horowitz, a medical student. the council of evaluation (council), a faculty-student body that recommends various actions including probation and dismissal, recommended horowitz only advanceto her last year on a probationary status. in the middle of the following academic year, the council concluded that horowitz should not be considered for graduation at the end of the year and would be dropped as a student unless the council saw a radical improvement. horowitz failed to show improvement, her surgery rotations rated “low satisfactory,” and the council recommended dismissal from the university. a committee composed solely of faculty members and the dean, the final decision-makers, approved the decision. horowitz sued and claimed that the procedure leading to her dismissal violated the due process clause of the fourteenth amendment. the district court concluded that horowitz had been afforded all the rights guaranteed by the fourteenth amendment. the u.s. court of appeals for the eighth circuit reversed the decision by holding that horowitz had not been afforded procedural due process prior.	True
337	the u.s. holds in trust the oklahoma land that the federally recognized kiowa tribe owns. in 1990, the then-chairman of the tribe's business committee signed a promissory note in the tribe's name in order to purchase stock from manufacturing technologies, inc. the note states that it was signed on tribal lands and provides that nothing in it subjects or limits the tribe's sovereign rights. after the tribe defaulted, manufacturing technologies sued the tribe in state court, claiming that the note was executed and delivered beyond tribal lands. the tribe moved to dismiss for lack of jurisdiction. denying the motion, the trial court entered judgment for manufacturing technologies. in affirming, the oklahoma court of civil appeals held that indian tribes are subject to suit in state court for breaches of contract involving off-reservation commercial conduct.	True
338	"tilden n. engle was an employee of a plant owned and operated by the chrysler corporation. chrysler dismissed him on december 4th, 1972. engle suffered from alcoholism, and he drank heavily following his dismissal. on december 7th, he consumed four anti-anxiety librium pills and large quantities of whiskey. that day, he returned to the plant and told his nephew chrysler employee renus engle, that he was going to kill someone. renus engle testified that the tilden had a nervous pitch to his voice and tears in his eyes. according to renus engle, the respondent had been drinking but was not drunk.
engle went to the office of donald ambrose, a clerk, and asked for regis lantzy, whom engle believed was responsible for his termination. ambrose said that lantzy was not present, and later testified that engle looked strange, as if something was troubling him. a short time later, engle found lantzy in the plant. engle shot lantzy with a pistol in front of several workers. lantzy tried to flee, and engle shot him several more times. he stood over the body briefly, then returned to ambrose's office and surrendered to a security guard. the guard smelled alcohol on engle's breath, but officers who arrived later on the scene did not detect the odor of alcohol. on december 8th, engle gave a statement to the police. he admitted to purposefully shooting and killing lantzy, albeit under the influence of alcohol.
on trial for murder in july, 1973, engle's sole defense was temporary insanity due to the effects of alcohol, librium, and a dissociative reaction, a temporary mental disorder often accompanied by memory loss. he stated that he remembered nothing between drinking the morning of december 7th and the moment he awoke in jail. he did not remember making a statement to the police.
the trial judge instructed the jury that malice --a necessary element for conviction-- is ""implied from any deliberate and cruel act against another person."" regarding engle's use of a pistol, the trial judge instructed the jury that ""a person is presumed to intend the natural consequences of his acts."" he also instructed the jury to consider the number and location of lantzy's wounds when considering the issue of malice. engle was convicted of murder and sentenced to life in prison without parole. he appealed, arguing the jury instructions constituted reversible error.
a unanimous u.s. court of appeals, sixth circuit, reversed. it rejected koehler's argument that engle's failure to make a timely objection prevented him from raising the issue of jury instruction on appeal, noting that michigan courts do not enforce a contemporaneous objection rule. the court held that the jury could have inferred from the instructions that the burden of proving lack of malice and intent lay with engle. he also argued that the jury could have presumed from the use of a deadly weapon and the number and location of lantzy's wounds that these facts alone constituted proof beyond a reasonable doubt of engle's malice and intent. he held that the error was not harmless beyond a reasonable doubt, pointing to conflicting evidence about engle's state of mind at the time of the shooting."	False
339	"the state of north carolina enacted legislation that made the death penalty mandatory for all convicted first-degree murderers. consequently, when james woodson was found guilty of such an offense, he was automatically sentenced to death. woodson challenged the law, which was upheld by the supreme court of north carolina.
this case is one of the five ""death penalty cases"" along with  gregg v. georgia ,  jurek v. texas ,  proffitt v. florida , and  roberts v. louisiana ."	True
340	"on two occasions, a particular unique-looking motorcycle evaded albemarle police officers after they observed the rider violating traffic laws. after some investigation, one of the officers located the house where the suspected driver of the motorcycle lived and observed what appeared to be the same motorcycle covered by a tarp in the driveway. the officer lifted the tarp and confirmed that it was the motorcycle (which was also stolen) that had eluded detainment on multiple occasions. the officer waited for the suspect to return home, at which point he went to the front door to inquire about the motorcycle. initially the suspect denied knowing anything about it but eventually confessed that he had bought the motorcycle knowing that it had been stolen. the officer arrested the suspect for receipt of stolen property.
at trial, the defendant sought to suppress the motorcycle as evidence on the grounds that the police officer conducted an illegal warrantless search (by lifting the tarp covering the motorcycle parked in the driveway) that led to its discovery. the trial court held that the search was based on probable cause and justified under the exigent circumstances automobile exceptions to the fourth amendment’s warrant requirement and convicted the defendant. the appeals court affirmed on the grounds of exigent circumstances, and the virginia supreme court affirmed as well, but under the automobile exception only. the virginia supreme court reasoned that the automobile exception applies even when the vehicle is not “immediately mobile” and applies to vehicles parked on private property."	True
341	"pursuant to the internal revenue code, international business machines corporation (ibm) paid a tax on insurance premiums it paid to foreign insurers to insure exports from the u.s. to foreign countries. ibm sought a refund on the tax and filed suit in the court of federal claims when its refund claim was denied by the irs. ibm contended the tax violated the export clause of the u.s. constitution, which states that ""[n]o tax or duty shall be laid on articles exported from any state."" the court agreed. the court of appeals affirmed."	False
342	"antoine jones was arrested on oct. 24, 2005, for drug possession after police attached a tracker to jones's jeep -- without judicial approval -- and used it to follow him for a month. a jury found jones not guilty on all charges save for conspiracy, on which point jurors hung. district prosecutors, upset at the loss, re-filed a single count of conspiracy against jones and his business partner, lawrence maynard. jones owned the ""levels"" nightclub in the district of columbia. jones and maynard were then convicted, but a three-judge panel of the u.s. court of appeals for the d.c. circuit ruled that the supreme court specifically stated in a 1983 case regarding the use of a beeper to track a suspect that the decision could not be used to justify 24-hour surveillance without a warrant."	False
343	in 1989, following the chicago landmarks commission's preliminary determination that two of the international college of surgeons and the united states section of the international college of surgeons' (ics) buildings qualified for protection under the city's landmarks ordinance, the city enacted a designation ordinance creating a landmark district that included the buildings. after ics applied for and was denied a permit to demolish all but the facades of the buildings, it sought judicial review of the commission's decisions, alleging the ordinances and the manner in which the commission conducted its proceedings violated the federal and state constitutions. chicago removed the case to federal district court on the basis of federal question jurisdiction. ultimately, the court of appeals reversed the district court's decision in favor of the city, ruling that a federal district court lacks jurisdiction of a case containing state law claims for on-the-record review of local administrative action.	True
344	"on january 21, 1970, tyler’s auction, a furniture store in oakland county, michigan, caught fire shortly before midnight. the building was leased to loren tyler, who ran the business with robert tompkins. when fire chief see arrived on the scene, he was informed that two plastic containers of flammable liquid were found in the building. after determining that arson possibly caused the fire, see called police detective webb. webb arrived and took pictures, but the smoke and steam forced him to postpone his investigation. around 4 a.m., the fire was extinguished and the personnel left the premises. the containers were turned over to webb. webb did not have a warrant for any of the entries into the building or the removal of the containers.
the next morning, see returned to the scene with assistant chief somerville, whose job was to determine the “origin of all fires that occur in the township.” they conducted a cursory examination and left. an hour later, somerville returned with webb, and the two discovered evidence of arson. the men did not have warrants for these entrances or seizures of evidence. over the course of multiple visits beginning on february 16, sergeant hoffman of the michigan state police arson section conducted an investigation and secured further evidence of arson that played an important role in the trial.
at trial, the respondents objected to the introduction of this evidence, but the judge admitted it, and they were convicted. the court of appeals of the state of michigan held that the constitutional protections against illegal searches and seizures did not pertain to arson investigations of burned premises and affirmed the conviction. the supreme court of michigan held that the illegal searches and seizures had violated the fourth and fourteenth amendments. the court reversed the convictions and ordered a new trial."	False
345	the radio and television station wday, inc. broadcast the speech of a.c. townley, a legally qualified candidate in the 1956 united states senate race in north dakota. the speech was broadcast uncensored as a reply to previous speeches made by two other senate candidates. townley’s speech accused the other candidates and the farmers educational and cooperative union of america of conspiring to establish “a communist farmers union soviet.” farmers union sued townley and wday, inc for libel in district court. the court dismissed the complaint against wday, inc. and held that the federal communications act of 1934 granted the station immunity from liability for such defamation. the supreme court of north dakota affirmed.	False
346	anthony and linda sidoti, both caucasians, were divorced and linda was awarded custody of their daughter. one year later, anthony sought custody of the child after linda began cohabitating with clarence palmore, an african-american. the florida courts awarded mr. sidoti custody of the child, arguing that the child would be more vulnerable to social stigmatization in a racially mixed household. no evidence was introduced that indicated ms. sidoti was unfit to continue the custody of the child.	True
347	"rush prudential hmo, inc., a health maintenance organization that provides medical services for employee welfare benefits plans covered by the employee retirement income security act of 1974 (erisa), denied debra moran's request to have surgery by an unaffiliated specialist. under the illinois hmo act (act), which provides that ""in the event that the reviewing physician determines the covered service to be medically necessary,"" the hmo ""shall provide"" the service, moran made a written demand for an independent medical review of her claim. after rush refused her demand, moran sued in state court to compel compliance with the act. the court ordered the review, which found the treatment necessary. while the suit was pending, moran had the surgery and amended her complaint to seek reimbursement. rush removed the case to federal court, arguing that the amended complaint stated a claim for erisa benefits. ultimately, the court of appeals found moran's reimbursement claim preempted by erisa so as to place the case in federal court, but it concluded that the act was not preempted as a state law that ""relates to"" an employee benefit plan because it also ""regulates insurance"" under erisa's saving clause."	False
348	"sheila white was the only woman working in the maintenance of way department of the burlington northern santa fe railroad's tennessee yard. after she complained of harassment by her supervisor, white was moved from duties as a forklift operator to less desirable duties as a track laborer, though her job classification remained the same. she was also suspended for 37 days without pay, but was eventually reinstated and given full back pay.
white filed suit in federal court, where a jury rejected her claims of sex discrimination but awarded her damages of $43,000 after finding that she had been retaliated against for her complaints, in violation of title vii of the civil rights act of 1964. on appeal, burlington northern argued that white had not suffered ""adverse employment action,"" and therefore could not bring the suit, because she had not been fired, demoted, denied a promotion, or denied wages. the sixth circuit court of appeals disagreed, finding that the suspension without pay - even if back pay was eventually awarded - was an ""adverse employment action,"" as was the change of responsibilities within the same job category."	False
349	"in july 2012, charlie craig and david mullins went to masterpiece cakeshop in lakewood, co, and requested that its owner, jack c. phillips, design and create a cake for their wedding. phillips declined to do so on the grounds that he does not create wedding cakes for same-sex weddings because of his religious beliefs. phillips believes that decorating cakes is a form of art through which he can honor god and that it would displease god to create cakes for same-sex marriages.
craig and mullins filed charges of discrimination with the colorado civil rights division, alleging discrimination based on sexual orientation under the colorado anti-discrimination act (cada), §§ 24-34-301 to -804, c.r.s. 2014. after the division issued a notice of determination finding probable cause, craig and mullins filed a formal complaint with the office of administrative courts alleging that masterpiece discriminated against them in a place of public accommodation in violation of cada.
the administrative law judge issued a written order finding in favor of craig and mullins, which was affirmed by the colorado civil rights commission. on appeal, the colorado court of appeals subsequently affirmed the commission's ruling."	True
350	"in may of 1976, jimmy wayne jeffers and his girlfriend, penelope cheney, were arrested for possession of narcotics and receipt of stolen property. jeffers posted bond for cheney but was unable to post bond for himself. while in jail, jeffers learned that cheney was cooperating with the police. he offered another inmate money to kill cheney, but a detention officer seized the note. jeffers was released on bond in october of 1976. he quickly contacted cheney and invited her to his motel room to give her heroin. when doris van der veer, the woman with whom jeffers had been living since his release from prison, entered the room a few hours later, she saw cheney comatose on the bed and jeffers injecting liquid into her arm. van der veer reported seeing jeffers choke cheney to death and then beat her body while calling her dirty names. van der veer and jeffers then wrapped the body in newspapers and plastic bags and buried it in a shallow grave.
a jury convicted jeffers of first-degree murder. at sentencing, the court found two aggravating circumstances and no mitigating factors, so jeffers was sentenced to death under arizona state law. on direct review, the arizona supreme court vacated the death sentence and remanded the case for resentencing. on a second direct appeal, the arizona supreme court conducted an independent review of the evidence and affirmed the death sentence. jeffers petitioned the district court for a writ of habeas corpus and argued that arizona’s standard of an “especially heinous...or depraved” aggravating circumstance was unconstitutionally vague. the district court rejected jeffers’ challenge. the u.s. court of appeals for the ninth circuit held that the standard was unconstitutionally vague as it applied to jeffers and struck down the death sentence.
 "	True
351	"several abortion clinics sued to prevent jayne bray and other anti-abortion protesters from conducting demonstrations at clinics in washington, d.c. the clinics claimed that the protesters had violated 42 u.s.c. 1985(3), which prohibits conspiracies to deprive ""any person or class of persons of the equal protection of the laws, or of equal privileges and immunities under the laws."" the protesters had sought to deny women their ""right to abortion"" and their right to interstate travel, the clinics argued. the district court agreed, holding that bray and others, by blocking access to the clinics, had conspired to deprive women seeking abortions of their right to interstate travel. the district court also ruled for the clinics on state law trespassing and public nuisance claims, ordering the protesters to stop trespassing on or obstructing access to clinics. finally, the district court ordered the protesters to pay the clinics' attorney's fees and costs on the 1985(3) claim."	True
352	"bci coca-cola bottling company of los angeles fired african-american employee stephen peters. human resources manager pat edgar decided to fire peters in part because of a report of insubordination filed against peters by his immediate supervisor, cesar grado. the equal employment opportunity commission (eeoc) claimed that peters was a victim of invidious discrimination because grado, an hispanic, treated non-african american employees less harshly. eeoc filed suit against bci on behalf of stephens under section 703(a) of title vii of the civil rights act of 1964, which prohibits discrimination against employees. though a district court concluded that grado was racially biased, it dismissed the case because the evidence failed to prove that edgar's decision to fire stephens was sufficiently affected by grado's discriminatory bias.
the u.s. court of appeals for the tenth circuit decided that a jury should determine whether or not grado's bias affected edgar's decision to fire stephens, and it sent the case to trial. the tenth circuit cited the subordinate bias theory of liability, which holds a company liable for a discriminatory firing even if the employee who made the actual decision to fire was not the employee harboring racial bias."	False
353	new york and new jersey had established a port authority to enhance water-bound business between the two states. in 1974, the states repealed a 1962 bond agreement which limited the authority to administer commercial and passenger railroad subsidies.	True
354	otis trammel, jr. was indicted on federal drug charges. before his trial, he advised the court that the government would call his wife as a witness against him. the indictment named mrs. trammel as an unindicted co-conspirator and the government granted her immunity in exchange for her testimony. otis moved to assert a privilege against adverse spousal testimony to prevent her from testifying against him. the district court denied the motion, and allowed mrs. trammel to testify to any act she observed during the marriage and any communication made in the presence of a third party. only confidential communications between mr. and mrs. trammel remained privileged and inadmissible. otis was tried and convicted. on appeal, otis argued that the district court’s ruling violated hawkins v. united states where the u.s. supreme court held that one spouse may not testify against the other unless both consent. the u.s. court of appeals for the 10th circuit affirmed, holding that the hawkins did not prevent voluntary testimony of a spouse who appears as an unindicted co-conspirator under grant of immunity.	False
355	federal employees subject to adverse actions by their respective agencies, each made false statements to agency investigators with respect to the misconduct with which they were charged. in each case, the agency additionally charged the false statement as a ground for adverse action. separately, each employee appealed the actions taken against him or her to the merit systems protection board (board). the board upheld the portion of each penalty that was based on the underlying charge. the board overturned each false statement charge. the board held that an employee's false statements could not be used for purposes of impeaching the employee's credibility, nor could they be considered in setting the appropriate punishment for the employee's underlying misconduct. ultimately, the court of appeals for the federal circuit agreed with the board and held that no penalty could be based on a false denial of the underlying claim.	True
356	"in october 1997, nigel malone and nairobi warfield were found dead in their apartment. blood at the crime scene matched roger l. wheeler’s, and he was arrested for the murders. during voir dire, one of the potential jurors gave equivocal responses in response to questions regarding his beliefs about the death penalty. the prosecution moved to strike the juror for cause and cited these replies. the defense opposed the motion and argued that the responses indicated nothing more than an ability to consider all penalty options. the judge struck the juror, and wheeler was subsequently convicted of the murders and sentenced to death. the kentucky supreme court affirmed the convictions and the sentence and held that the trial judge appropriately struck all the jurors who could not impose the death penalty.
wheeler exhausted his state post-conviction proceedings and petitioned for a writ of habeas from the federal district court. the federal district court denied the petition, but the u.s. court of appeals for the sixth circuit reversed, granted the petition, and held that the exclusion of the juror in question was an unreasonable application of the supreme court’s precedent in witherspoon v. illinois. in that case, the supreme court held that only a juror who is “substantially impaired in his or her ability to impose the death penalty” can be excused for cause. the appellate court held that the trial court erred in interpreting the juror’s responses that he did not know if he could consider the death penalty as meaning that he could not consider the death penalty."	True
357	"under the speedy trial act of 1974, a federal criminal trial must begin within 70 days of the defendant's arrest or first appearance in court. the act includes a list of delays which do not count toward this 70-day period, and one of these acceptable delays occurs when a federal district court finds on the record that the ""ends of justice"" served by granting a delay outweigh the public's and defendant's interest in a speedy trial. in this case, zedner was a defendant in a criminal trial and twice asked the district court to issue such an order. the third time he requested one, the district court judge suggested that he sign a waiver of his right to a speedy trial under the act for all time. zedner signed the form, and accordingly the next time he asked for a delay the judge did not make on-the-record findings exempting the 91-day delay. four years later, zedner filed a motion to dismiss based on the failure to comply with the act's 70-day period that resulted from that 91-day delay. the district court rejected the motion because of the waiver, and the second circuit court of appeals affirmed. zedner appealed to the supreme court, arguing that the waiver he signed was invalid under the act."	True
358	"after the federal communications commission (fcc) auctioned off certain broadband personal communications services licenses to nextwave personal communications, inc., nextwave filed for chapter 11 bankruptcy protection and suspended payments to all creditors, including the fcc. the fcc asserted that nextwave's licenses had been canceled automatically when the company missed its first payment-deadline and announced that nextwave's licenses were available for auction. ultimately, when the fcc denied nextwave's petition for reconsideration of the license cancellation, the court of appeals for the d. c. circuit held that the cancellation violated 11 usc section 525(a), which provides that a ""governmental unit may not...revoke...a license...to...a debtor...solely because such...debtor...has not paid a debt that is dischargeable in the case."" (together with no. 01-657, arctic slope regional corp. et al. v. nextwave personal communications inc. et al.)"	False
359	"in 1957 and 1958, ilya wolston’s aunt and uncle, myra and jack soble, were the subject of an investigation to find soviet intelligence agents in the united states. on one occasion, wolston failed to respond to a subpoena and pleaded guilty to a contempt charge. the incident was publicized in newspapers, but wolston succeeded in returning to life as a private citizen. in 1974, reader’s digest association published a book by john barron about the kgb and soviet agents in the united states. the book and its index identified wolston as a soviet agent.
wolston sued the author and publishers for libel in district court. the district court granted summary judgment for the association and held that wolston was a “public figure” and had to prove the association acted with actual malice to prevail in a libel suit. the court of appeals for the district of columbia circuit affirmed."	True
360	"a native and citizen of jamaica, andre barton was admitted to the united states in 1989 under a b-2 visitor visa. three years later, in 1992, he became a lawful permanent resident. in 1996, a few months before he had been in the country for seven years, barton was charged with and convicted of three felonies: aggravated assault, first-degree criminal damage to property, and possession of a firearm during the possession of a felony. in 2007 and 2008, he was charged with and convicted of violating the georgia controlled substances act. after these offenses, the department of homeland security served barton with a notice to appear, charging him as removable (deportable) on several grounds. barton conceded removability as to two of the charges but denied two of them. he also gave notice of his intent to seek cancellation of removal as a lawful permanent resident. the immigration judge sustained the two conceded charges, and the government withdrew the other two charges.
barton then filed an application for cancellation of removal under 8 u.s.c. § 1229b(a), which allows the attorney general to cancel the removal of an otherwise removable lawful permanent resident if, among other things, the individual “has resided in the united states continuously for 7 years after having been admitted in any status.” this residency requirement is subject to a “stop-time rule” which terminates the accrual of continuous residency when the individual commits a statutorily described crime that renders the individual “inadmissible” or “removable.” the government argued that barton had not accrued the seven years of continuous residence since his admission to the united states in 1989 because his 1996 crimes triggered the time-stop rule. in response, barton argued that his 1996 crimes did not trigger the stop-time rule because as an already-admitted lawful permanent resident who was not seeking admission or readmission to the united states, he could not as a matter of law be “rendered inadmissible” within the meaning of § 1229b(a).
the immigration judge ruled in the government’s favor, and in a non-precedential single-member decision, the board of immigration appeals affirmed the immigration judge’s decision. on appeal the us court of appeals for the eleventh circuit affirmed, finding that a person need not seek admission (or readmission) to be “rendered inadmissible.”"	False
361	"bernadine suitum owned an undeveloped lot near lake tahoe. the tahoe regional planning agency determined that the lot was ineligible for development under agency regulations. however, the agency determined that suitum was entitled to ""transferable development rights"" (tdrs) that she could sell to other landowners with the agency's approval. rather than sell her tdrs, suitum filed suit claiming that the agency's determination amounted to a regulatory taking of her property without just compensation in violation of the fifth and fourteenth amendments. the district court held that suitum's claim was unjusticible because she had not attempted to sell her tdrs. the court of appeals affirmed, reasoning that an agency action on a tdr transfer application would be the requisite ""final decision"" regarding suitum's lot in order for her claim to be ripe for adjudication."	True
362	johnnie cochran sued his former client ulysses tory in a california court for making defaming statements. tory had tried to force cochran to pay him money in exchange for desisting, cochran argued. a judge agreed and ordered tory to never talk about cochran again. tory appealed unsuccessfully in state court, arguing the order violated his first amendment right to free speech. the u.s. supreme court agreed to hear the case. cochran died one week after oral argument.	True
